41.9566,2.7655,-1
42.0451,2.8776,-1
41.9845997,2.8121164,0
41.9845998,2.8121163,0
41.9845992,2.8121173,0
41.9845993,2.8121173,0
41.9845988,2.812118,0
41.9845988,2.812118,0
41.9845989,2.8121179,0
41.984598,2.8121187,0
41.9845982,2.8121185,0
41.9845944,2.8121135,0
41.9846091,2.812095,0
41.9846128,2.8120946,0
41.9846136,2.8120945,0
41.9846123,2.8120959,0
41.9846144,2.8121003,0
41.9846192,2.8121139,0
41.9846491,2.8121667,0
41.9846803,2.8122144,0
41.9847042,2.8122708,0
41.9847438,2.8123355,0
41.9847737,2.8124068,0
41.9848033,2.8124909,0
41.9848315,2.8125485,0
41.9848544,2.8126124,0
41.9848772,2.8126658,0
41.9848816,2.8127612,0
41.9848644,2.8128337,0
41.9848726,2.8128941,0
41.9848828,2.8129737,0
41.9848993,2.8130384,0
41.9849212,2.8131013,0
41.9849322,2.8131729,0
41.9849458,2.8132281,0
41.9849643,2.8132943,0
41.9849799,2.8133637,0
41.9849971,2.8134535,0
41.9850089,2.8134859,0
41.98501,2.8134789,0
41.9850074,2.8134766,0
41.9850067,2.8134795,0
41.9850063,2.81348,0
41.9850034,2.8134919,0
41.9850156,2.8135683,0
41.985035,2.8136313,0
41.9850513,2.8136869,0
41.9850667,2.813743,0
41.9850875,2.813823,0
41.9851101,2.8138793,0
41.9851388,2.8139311,0
41.9851496,2.8140009,0
41.9851621,2.8140517,0
41.9851668,2.8141234,0
41.9851787,2.8141967,0
41.9851922,2.814255,0
41.9852065,2.8143166,0
41.9852304,2.8143875,0
41.9852608,2.8144608,0
41.9852808,2.8145292,0
41.9852905,2.8145924,0
41.9853144,2.8146795,0
41.985322,2.8147311,0
41.9853427,2.8147894,0
41.9853661,2.8148718,0
41.9853905,2.8149507,0
41.9853987,2.8150166,0
41.9854247,2.8150909,0
41.9854241,2.8151519,0
41.9854434,2.8152037,0
41.9854603,2.8152676,0
41.985473,2.8153344,0
41.985503,2.8153852,0
41.9855293,2.8154654,0
41.9855438,2.8155462,0
41.9855459,2.8155988,0
41.9855369,2.8156183,0
41.9855293,2.81562,0
41.9855132,2.8156126,0
41.9854923,2.815607,0
41.9854915,2.815605,0
41.9854907,2.815612,0
41.9854909,2.8156135,0
41.9854911,2.8156146,0
41.9854911,2.815615,0
41.9854911,2.8156153,0
41.985491,2.8156154,0
41.9854893,2.8156163,0
41.9854818,2.8156239,0
41.9854698,2.8156426,0
41.9854693,2.8156538,0
41.9854697,2.8156551,0
41.9854696,2.8156553,0
41.9854696,2.8156555,0
41.9854709,2.8156725,0
41.9854857,2.8156938,0
41.9855024,2.8157123,0
41.9855337,2.8157421,0
41.9855539,2.8157848,0
41.9855724,2.8158385,0
41.9855863,2.8158995,0
41.9856037,2.815964,0
41.9856059,2.8160189,0
41.9856264,2.816096,0
41.9856418,2.8161415,0
41.9856576,2.816201,0
41.9856697,2.8162895,0
41.9856982,2.8163507,0
41.9857211,2.8164218,0
41.9857373,2.8164878,0
41.9857674,2.8165386,0
41.9857838,2.8165929,0
41.9858035,2.8166552,0
41.9858374,2.816728,0
41.9858556,2.8167882,0
41.9858706,2.8168425,0
41.9858908,2.8169138,0
41.9859,2.8169844,0
41.9859206,2.8170506,0
41.9859467,2.8171123,0
41.9859662,2.8171915,0
41.985985,2.8172701,0
41.9859986,2.8173373,0
41.9860144,2.8173977,0
41.9860328,2.8174492,0
41.9860561,2.8175213,0
41.9860751,2.8176034,0
41.9860826,2.8176739,0
41.9860963,2.8177367,0
41.9861066,2.817798,0
41.9861144,2.8178544,0
41.986131,2.8179159,0
41.9861593,2.8179687,0
41.9861969,2.8180351,0
41.9862165,2.8181025,0
41.9862504,2.8181451,0
41.9862901,2.8181961,0
41.9863253,2.8182574,0
41.9863637,2.8182947,0
41.9864128,2.818322,0
41.9864556,2.8183149,0
41.9864971,2.8182984,0
41.9865226,2.8182954,0
41.9865882,2.8182589,0
41.9866527,2.8182352,0
41.9867222,2.8182001,0
41.9867311,2.818202,0
41.9867922,2.8181928,0
41.986855,2.8181918,0
41.9869057,2.8182266,0
41.9869122,2.8182288,0
41.9869405,2.8182404,0
41.9869943,2.818225,0
41.9870344,2.8182442,0
41.9870748,2.8182588,0
41.9870967,2.818234,0
41.9871292,2.8182881,0
41.9871689,2.8182948,0
41.9872209,2.8183415,0
41.9872638,2.8183768,0
41.9872851,2.8184371,0
41.9872948,2.8185056,0
41.9873103,2.8185877,0
41.9873187,2.8186599,0
41.9873379,2.8187258,0
41.9873579,2.8188058,0
41.9873773,2.8188921,0
41.987386,2.8189405,0
41.9874,2.8189983,0
41.9874221,2.8190494,0
41.987438,2.8191091,0
41.9874532,2.8191643,0
41.9874619,2.8192132,0
41.9874353,2.8192721,0
41.9873997,2.8193105,0
41.9873847,2.8194017,0
41.9873736,2.8194782,0
41.9873663,2.8195362,0
41.987357,2.8195799,0
41.987328,2.8196207,0
41.9872916,2.8196571,0
41.9872498,2.8196566,0
41.9872119,2.8196387,0
41.987209,2.8195992,0
41.9872106,2.8194992,0
41.987227,2.8194342,0
41.9872424,2.8193582,0
41.9872388,2.8192783,0
41.9871992,2.8192276,0
41.9871585,2.819173,0
41.9871568,2.8191587,0
41.9871545,2.819138,0
41.9871421,2.8191302,0
41.9871404,2.8191302,0
41.9871401,2.8191301,0
41.98714,2.8191301,0
41.9871398,2.81913,0
41.9871394,2.8191295,0
41.9871394,2.8191294,0
41.9871394,2.8191294,0
41.9871393,2.8191294,0
41.9871392,2.8191294,0
41.9871392,2.8191294,0
41.9871391,2.8191294,0
41.9871389,2.8191295,0
41.9871391,2.8191298,0
41.9871391,2.8191299,0
41.987139,2.8191297,0
41.9871389,2.8191296,0
41.9871388,2.8191295,0
41.9871388,2.8191295,0
41.9871388,2.8191297,0
41.9871388,2.8191298,0
41.9871388,2.8191299,0
41.9871388,2.8191299,0
41.9871389,2.8191299,0
41.9871389,2.8191299,0
41.9871388,2.8191298,0
41.9871386,2.8191298,0
41.9871385,2.8191296,0
41.9871385,2.8191294,0
41.9871385,2.8191295,0
41.9871387,2.8191296,0
41.9871389,2.8191299,0
41.987139,2.8191301,0
41.987139,2.8191302,0
41.9871391,2.8191302,0
41.987139,2.8191302,0
41.9871391,2.81913,0
41.987139,2.8191299,0
41.9871388,2.8191296,0
41.9871386,2.8191294,0
41.9871384,2.8191295,0
41.9871384,2.8191296,0
41.9871385,2.8191297,0
41.9871384,2.8191298,0
41.9871384,2.8191299,0
41.9871384,2.81913,0
41.9871383,2.81913,0
41.9871383,2.8191301,0
41.9871382,2.8191301,0
41.9871381,2.8191304,0
41.9871382,2.8191308,0
41.9871383,2.8191314,0
41.9871383,2.8191316,0
41.9871381,2.8191313,0
41.9871378,2.8191311,0
41.9871377,2.819131,0
41.9871376,2.8191309,0
41.9871376,2.8191308,0
41.9871376,2.8191308,0
41.9871376,2.8191307,0
41.9871376,2.8191308,0
41.9871376,2.8191307,0
41.9871376,2.8191308,0
41.9871376,2.8191307,0
41.9871375,2.8191306,0
41.9871374,2.8191305,0
41.9871374,2.8191304,0
41.9871373,2.8191304,0
41.9871372,2.8191302,0
41.9871371,2.8191301,0
41.9871235,2.8191323,0
41.9871271,2.8191318,0
41.987138,2.8191375,0
41.9871392,2.8191289,0
41.9871383,2.8191294,0
41.9871377,2.81913,0
41.9871376,2.81913,0
41.9871374,2.8191301,0
41.9871372,2.8191299,0
41.9871367,2.8191304,0
41.9871366,2.8191305,0
41.9871365,2.8191307,0
41.9871364,2.819131,0
41.9871361,2.819131,0
41.9871363,2.8191314,0
41.9871366,2.8191326,0
41.9871365,2.8191335,0
41.9871364,2.8191343,0
41.9871359,2.8191359,0
41.9871354,2.8191376,0
41.9871354,2.819138,0
41.9871356,2.8191383,0
41.9871361,2.8191386,0
41.9871364,2.8191391,0
41.9871367,2.8191393,0
41.9871369,2.8191396,0
41.987137,2.8191396,0
41.9871371,2.8191397,0
41.9871372,2.8191398,0
41.9871373,2.8191397,0
41.9871373,2.8191396,0
41.9871374,2.8191398,0
41.9871374,2.81914,0
41.9871375,2.8191401,0
41.9871375,2.8191402,0
41.9871375,2.8191403,0
41.9871375,2.8191404,0
41.9871375,2.8191405,0
41.9871374,2.8191404,0
41.9871374,2.8191406,0
41.9871374,2.8191406,0
41.9871374,2.8191406,0
41.9871374,2.8191407,0
41.9871374,2.8191409,0
41.9871374,2.819141,0
41.9871375,2.8191411,0
41.9871376,2.8191413,0
41.9871377,2.8191415,0
41.9871377,2.8191418,0
41.9871377,2.8191421,0
41.9871377,2.8191422,0
41.9871378,2.8191422,0
41.9871378,2.8191422,0
41.9871376,2.8191422,0
41.9871377,2.8191426,0
41.9871387,2.8191436,0
41.987139,2.8191445,0
41.9871368,2.8191451,0
41.9871332,2.819176,0
41.9871384,2.8191768,0
41.9871417,2.81919,0
41.9871522,2.81921,0
41.9871833,2.8192644,0
41.9871816,2.8193016,0
41.9871408,2.8193144,0
41.9871051,2.8193121,0
41.9870775,2.8193433,0
41.9870585,2.819374,0
41.9870608,2.8194405,0
41.9870668,2.8195145,0
41.9870721,2.8195747,0
41.9870568,2.8196385,0
41.9870252,2.8196993,0
41.9869922,2.8197345,0
41.9869588,2.8197847,0
