Name,Class,Latitude,Longitude
Castell i muralles de Bàscara ,Castells,42.160088,2.909186
Castell i muralles de Cervià,Castells,42.067619,2.908507
Castell i muralles de Cruïlles ,Castells,41.956188,3.011122
Castell i muralles de La Tallada d&#8217;Empordà ,Castells,42.079948,3.055404
Castell i muralles de Llagostera ,Castells,41.828846,2.892003
Castell i muralles de Montblanc ,Castells,41.377899,1.160635
Castell i muralles de Palau-sator ,Castells,41.989429,3.110133
Castell i muralles de Pals ,Castells,41.971821,3.144414
Castell i muralles de Peratallada,Castells,41.977013,3.089996
Castell i muralles de Tivissa ,Castells,41.04187,0.732983
Castell i muralles de Tudela de Segre,Castells,41.870834,1.085278
Castell i muralles de Verges ,Castells,42.061134,3.045836
Castell i muralles de Vilalba dels Arcs ,Castells,41.121278,0.410386
Castell i muralles d’Àger ,Castells,41.999817,0.762281
Castell i muralles d’Arnes ,Castells,40.90959,0.259396
Castell Marsans,Castells,41.866444,2.520161
Castell medieval del comte de Valltordera,Castells,41.691965,2.718322
Castell Monestir d&#8217;Escornalbou,Castells,41.127327,0.916261
Castell nou de Pontons ,Castells,41.407879,1.52445
Castell Roca de Baborers,Castells,42.16684,2.143793
Castell-convent de Penyafort,Castells,41.306313,1.658217
Castell-fortalesa de Glorieta,Castells,41.52,1.204835
Castell-Palau de Bellcaire,Castells,42.081074,3.094414
Castell-Palau de Boadella ,Castells,42.329929,2.85607
Castellet de Banyoles,Castells,41.060703,0.6646
Castellnou de Gemenells,Castells,41.302635,1.540824
Castelló de Meià,Castells,41.98457,0.981892
Castellot de Beuda ,Castells,42.244518,2.71302
Castellot de Mas Mateu,Castells,41.293877,1.405537
Castellot de Sant Joan,Castells,41.938039,1.160549
Castellot de Viver,Castells,41.953468,1.810386
Castellvell de Gemenells,Castells,41.305351,1.539545
Casteret de Bossòst ,Castells,42.799213,0.704429
Ciutadella de Roses ,Castells,42.265564,3.170594
El Tossal,Castells,41.915521,1.150522
Força de Prats,Castells,42.365658,1.836058
Fortí de la Reina,Castells,41.113338,1.266662
Fortí de Loreto,Castells,41.135941,1.27356
Fortí de Sant Jordi,Castells,41.11525,1.265541
Fortificació avançada del castell de Sant Joan,Castells,40.816273,0.5278
Torre de Castellar del Riu,Castells,42.116278,1.796722
Torre del Baró,Castells,41.451385,2.1763
Torre del Comte de Fígols,Castells,42.180083,1.862528
Torre Mas Guàrdia,Castells,41.615132,2.150259
Torre o fortalesa a Roca Santa,Castells,42.246616,1.043932
Casalot de la Morera,EpocaCarlina,41.798373,1.402069
Castell Carlista,EpocaCarlina,41.824083,1.8915
Castell de Flix ,EpocaCarlina,41.237854,0.555502
Castellot del Temps Carlí,EpocaCarlina,41.876324,0.878509
Fort de Maçanet de Cabrenys ,EpocaCarlina,42.384975,2.749431
Fort fuseller de Ferriols,EpocaCarlina,41.083597,0.480914
Fortí de La Torreta,EpocaCarlina,41.868575,1.879314
Fortí del Maurici,EpocaCarlina,41.86607,1.869677
Torre Carlina,EpocaCarlina,42.255352,3.072335
Fortificació de Boí,Muralles,42.522202,0.833665
Fortificació de Puigcerdà,Muralles,42.435333,1.92425
Fortificacions modernes del turó de la Seu Vella,Muralles,41.616986,0.626432
Muralla de Banyoles,Muralles,42.118337,2.767143
Muralla de Caldes de Malavella,Muralles,41.839154,2.809497
Muralla de Caldes de Montbui,Muralles,41.635861,2.160611
Muralla de Castell d’Empordà,Muralles,41.979139,3.043944
Muralla i estructures defensives medievals,Muralles,40.817972,0.526306
Muralles d&#8217;Alcover ,Muralles,41.261486,1.169583
Muralles d&#8217;Igualada ,Muralles,41.577778,1.617635
Muralles de Bagà,Muralles,42.253278,1.860111
Muralles de Balaguer ,Muralles,41.79092,0.803917
Muralles de Barcelona ,Muralles,41.374908,2.174267
Muralles de Berga,Muralles,42.105583,1.848611
Muralles de Calaf ,Muralles,41.733646,1.51036
Muralles de Cardona ,Muralles,41.915623,1.682563
Muralles de Castelló d&#8217;Empúries ,Muralles,42.260494,3.076369
Muralles de Cervera ,Muralles,41.668671,1.272445
Muralles de Constantí ,Muralles,41.153831,1.210732
Muralles de Falset ,Muralles,41.146023,0.817843
Muralles de Girona ,Muralles,41.981037,2.824261
Muralles de la Selva de Mar ,Muralles,42.324345,3.186145
Muralles de La Selva del Camp ,Muralles,41.21397,1.138967
Muralles de Manresa,Muralles,41.725291,1.825803
Muralles de Mataró ,Muralles,41.541908,2.444848
Muralles de Mont-roig del Camp,Muralles,41.087719,0.958911
Muralles de Prades ,Muralles,41.310856,0.987664
Muralles de Pratdip ,Muralles,41.051102,0.87098
Muralles de Rupià,Muralles,42.021354,3.011043
Muralles de Sant Joan de les Abadesses ,Muralles,42.232395,2.286556
Muralles de Sant Llorenç de la Muga ,Muralles,42.320004,2.790323
Muralles de Santa Coloma de Queralt,Muralles,41.531702,1.382888
Muralles de Santpedor,Muralles,41.785429,1.838635
Muralles de Sitges ,Muralles,41.235703,1.812256
Muralles de Solsona ,Muralles,41.993839,1.518162
Muralles de Tarragona ,Muralles,41.118649,1.254941
Muralles de Tàrrega,Muralles,41.644073,1.138855
Muralles de Torà ,Muralles,41.813038,1.404442
Muralles de Torroella de Montgrí ,Muralles,42.044064,3.126377
Muralles de Tossa de Mar ,Muralles,41.716949,2.932459
Muralles de Tremp ,Muralles,42.167492,0.895976
Muralles de Vic ,Muralles,41.928677,2.257594
Muralles de Vila-seca ,Muralles,41.111271,1.145421
Muralles d’Altafulla ,Muralles,41.141373,1.375735
Muralles d’El Pinell de Brai ,Muralles,41.01547,0.514365
Muralles i torres de defensa,Muralles,42.372528,2.921028
Murs i antics portals d’accés de Torrefeta,Muralles,41.753889,1.274444
Passeig de Ronda,Muralles,40.814961,0.522986
Recinte emmurallat de Madremanya,Muralles,41.990087,2.957242
Recinte fortificat de Regencós ,Muralles,41.952002,3.169622
Restes de murs i fortificacions,Muralles,42.476673,0.716112
Agulla de Pola,Torres,41.73423,2.95319
Can Coll,Torres,41.584953,2.240015
Can Vilar,Torres,41.636845,2.504156
Fortificació La Presó,Torres,42.341639,1.842306
La Bessa,Torres,41.790861,2.364444
La Masó de Selma ,Torres,41.36535,1.4478
La Sala,Torres,42.087028,2.761889
La Torrassa,Torres,42.570633,1.140245
La Torrassa,Torres,42.349694,1.944028
La Torre ,Torres,41.137444,0.987833
La Torre,Torres,41.745278,1.724778
La Torre,Torres,41.01955,0.831752
La Torre de Bianya,Torres,42.209377,2.438225
La Torre Molí de Vent,Torres,41.954778,1.419083
La Torre,Torres,41.829345,0.572558
La Torre,Torres,41.675278,2.204444
La Torre,Torres,41.899586,1.358576
La Torre,Torres,42.044483,2.942044
La Torreforta,Torres,41.119194,1.22025
La Torreta,Torres,42.293137,3.186892
Les Torretes,Torres,41.607947,2.641853
Mas de la Torre,Torres,41.606330,2.354070
Mas de la Torre de Cruïlles,Torres,41.961636,3.023979
Mas de la Torre de Monells,Torres,41.973156,3.007641
Mas de les Torres,Torres,42.281417,3.043833
Mas d’en Porxo ,Torres,41.073556,0.889444
Masia de la Torre de Flot,Torres,41.954491,1.519771
Molí del Vent,Torres,40.871694,0.713333
Tor deth Generau Martinhon,Torres,42.70126,0.794443
Torrassa del moro,Torres,41.618763,2.386031
Torrassa dels moros,Torres,41.769669,2.165732
Torre a la vora de la masia Vilesa,Torres,42.318249,1.093303
Torre Albertí,Torres,41.826887,2.890186
Torre Baldovina,Torres,41.447028,2.209472
Torre Barona,Torres,41.269508,1.962558
Torre Begura,Torres,42.040836,3.153776
Torre Busquets,Torres,41.571632,2.525714
Torre Calsina,Torres,42.26601,3.164238
Torre Canal,Torres,41.960428,2.251413
Torre carlina,Torres,41.179783,0.565799
Torre Cavallera,Torres,42.297398,2.348958
Torre Climent Savall,Torres,41.282509,1.981432
Torre Cornèlia,Torres,41.987917,2.826082
Torre d&#8217;Amargós,Torres,42.10194,0.744855
Torre d&#8217;Ambigats,Torres,41.39246,1.233787
Torre d&#8217;Antoni,Torres,41.283764,1.980685
Torre d&#8217;Arboçar de Baix ,Torres,41.329605,1.76105
Torre d&#8217;en Corder,Torres,40.849133,0.512656
Torre d&#8217;en Deri,Torres,41.983891,3.155392
Torre d&#8217;en Garrell,Torres,41.230488,1.720382
Torre d&#8217;en Plats i Olles,Torres,41.230732,1.728834
Torre d&#8217;en Rafael de Casanova,Torres,41.818905,2.136803
Torre d&#8217;en Vallès,Torres,41.221989,1.69786
Torre d&#8217;en Virós,Torres,42.443836,1.134368
Torre d&#8217;Enveja,Torres,41.224854,1.713392
Torre d&#8217;Escaló ,Torres,42.548477,1.154581
Torre d&#8217;Estorm,Torres,42.086643,0.840996
Torre de Bac i Basset,Torres,41.941494,2.797689
Torre de Ballester,Torres,41.777729,1.435422
Torre de Bellvei ,Torres,41.241013,1.576551
Torre de Benixarop,Torres,40.790653,0.614776
Torre de Benviure,Torres,41.343533,2.017068
Torre de Bernat de So,Torres,42.465008,1.982158
Torre de Bolvir ,Torres,42.422581,1.882093
Torre de Bràfim ,Torres,41.277901,1.352273
Torre de Briolf,Torres,42.169,2.689028
Torre de Burgasènia,Torres,40.733036,0.595941
Torre de Ca la Miquelina,Torres,41.167896,1.441481
Torre de Ca l’Aymar (Can Casquet),Torres,41.691444,2.494750
Torre de Ca N&#8217;Armanac,Torres,41.954346,3.208299
Torre de Ca n’Altimira,Torres,41.524662,2.138997
Torre de Ca n’Alzina,Torres,41.466213,2.280562
Torre de Ca n’Amat,Torres,41.516399,2.384271
Torre de Ca n’Umbert,Torres,41.470463,2.281063
Torre de ca n’Ustrell,Torres,41.580772,2.068399
Torre de Cadell,Torres,42.354649,1.799875
Torre de Cal Felip,Torres,41.374336,2.049079
Torre de Cal Ferrer,Torres,42.165108,3.008521
Torre de Cal Jeroni,Torres,41.167946,1.440472
Torre de Cal Pepó,Torres,41.413776,1.545982
Torre de Cal Peyrí ,Torres,41.113564,0.936825
Torre de Cal Rei,Torres,41.421692,1.500642
Torre de Cal Torra,Torres,41.780535,1.262376
Torre de Cal Torratxar,Torres,41.105312,0.961309
Torre de Cal Xamanet,Torres,41.421398,1.498387
Torre de Calella,Torres,41.889004,3.190256
Torre de Camarles ,Torres,40.777302,0.674385
Torre de Campredó,Torres,40.746113,0.579444
Torre de Can Bas,Torres,41.818545,3.060599
Torre de Can Basses,Torres,42.095167,2.764333
Torre de Can Boera,Torres,41.915623,3.160584
Torre de Can Bonet d’Avall,Torres,41.638428,2.709376
Torre de Can Colom,Torres,41.904556,3.143556
Torre de Can Daussà,Torres,41.818409,3.045387
Torre de Can Faixat,Torres,42.109085,2.922392
Torre de Can Fiego,Torres,41.908161,3.168518
Torre de Can Gich,Torres,41.718781,2.928752
Torre de Can Gomar,Torres,41.283192,1.978822
Torre de Can Guixó,Torres,41.419975,1.496166
Torre de Can Maians,Torres,41.51255,2.362778
Torre de Can Marquès,Torres,41.954773,3.20835
Torre de Can Modolell,Torres,41.316051,2.020098
Torre de Can Moliner,Torres,41.283398,1.981321
Torre de Can Moragues,Torres,41.569103,2.239897
Torre de Can Ninetes,Torres,41.977719,2.807028
Torre de Can Palauet,Torres,41.538948,2.420146
Torre de Can Pascol,Torres,41.348484,1.573904
Torre de Can Pella i Forgas,Torres,41.954746,3.206204
Torre de Can Pujades,Torres,41.494972,2.331583
Torre de Can Pujol,Torres,42.141972,2.791861
Torre de Can Riambau,Torres,41.811077,3.041764
Torre de Can Roca de Baix,Torres,41.282516,1.977858
Torre de Can Rosés,Torres,41.293372,1.991045
Torre de Can Sicars,Torres,41.814041,3.026775
Torre de Can Sitjar,Torres,41.964284,2.792067
Torre de Can Toni Joan,Torres,41.68322,2.760281
Torre de Can Tria de Mata,Torres,41.565201,2.464314
Torre de Can Valls de la muntanyeta,Torres,41.280106,1.974064
Torre de Can Valls,Torres,41.567577,2.51498
Torre de Can Veïl,Torres,41.517731,2.381287
Torre de Can Werboom,Torres,41.500908,2.34571
Torre de Can Xacó,Torres,41.168476,1.440188
Torre de Canadell,Torres,42.224514,2.532091
Torre de Capafonts,Torres,41.295444,1.026571
Torre de Cararac,Torres,41.648194,2.168389
Torre de Carmanxel,Torres,42.419365,2.876693
Torre de Cartellà,Torres,41.769077,2.757944
Torre de Castellnou de Bages ,Torres,41.851017,1.830144
Torre de Cérvoles,Torres,41.881108,0.656474
Torre de Corsavell,Torres,42.312458,2.664842
Torre de Cucurull,Torres,41.1889,1.446456
Torre de Das ,Torres,42.359886,1.866815
Torre de defensa,Torres,41.729969,2.063673
Torre de defensa de Campdàsens,Torres,41.260372,1.878611
Torre de defensa de Can Amell,Torres,41.251118,1.875285
Torre de defensa de Can Planes,Torres,41.26936,1.873212
Torre de defensa de l&#8217;antic Molí de la Torre,Torres,41.973278,3.028453
Torre de defensa de la masia de Can Cànoves,Torres,41.639222,2.676611
Torre de defensa de la plaça Major d&#8217;Olp,Torres,42.430153,1.114163
Torre de defensa de la plaça Major de Sort ,Torres,42.411369,1.129985
Torre de defensa de Son del Pi,Torres,42.620735,1.096914
Torre de defensa del volcà Montolivet,Torres,42.179157,2.47845
Torre de defensa,Torres,41.698677,1.315629
Torre de Don Carles,Torres,41.876186,2.287291
Torre de Faia,Torres,42.265045,1.823325
Torre de Fellines,Torres,42.094013,2.891915
Torre de Ferragut,Torres,41.682484,1.378859
Torre de Fontdepou,Torres,41.961025,0.757536
Torre de Forcheron,Torres,40.668312,0.58716
Torre de Fullola,Torres,40.863907,0.645844
Torre de Garraf,Torres,41.255539,1.905887
Torre de Gassià,Torres,40.813417,0.566528
Torre de Gavadà,Torres,41.002945,0.78758
Torre de Gàver,Torres,41.688393,1.393054
Torre de Ginebret,Torres,41.988098,1.92898
Torre de Granadella,Torres,40.767731,0.662331
Torre de Granyena de Segarra,Torres,41.62035,1.248772
Torre de Grions,Torres,41.760841,2.609575
Torre de guaita de Portell,Torres,41.741993,1.384369
Torre de guaita de Sant Llorenç de la Muga ,Torres,42.31778,2.790374
Torre de guaita de Sant Martí de Llémena ,Torres,42.036358,2.647456
Torre de Joveró,Torres,41.585133,1.547737
Torre de l&#8217;Àngel,Torres,42.189644,2.924914
Torre de l&#8217;antic Hospital de Cervelló,Torres,41.345383,1.845977
Torre de l&#8217;ermita de la mare de Déu,Torres,40.731861,0.62802
Torre de l&#8217;església Vella,Torres,41.087727,0.958965
Torre de l&#8217;esquirol,Torres,41.064476,1.08498
Torre de l&#8217;Oriola,Torres,40.673988,0.588852
Torre de l&#8217;Ortigós,Torres,41.283672,1.518474
Torre de la Bestorre,Torres,41.60955,1.845025
Torre de la Candela,Torres,40.723068,0.59058
Torre de la Carrova,Torres,40.742962,0.561389
Torre de la Closa ,Torres,41.120762,1.003363
Torre de la Ferreria,Torres,41.822404,1.388324
Torre de la Font del Mingo,Torres,41.42421,1.782964
Torre de la Força,Torres,41.691500,2.494056
Torre de La Galera ,Torres,40.680954,0.462724
Torre de la Guàrdia d’Urgell,Torres,41.721472,1.055944
Torre de la Guardiola,Torres,40.6236,0.585878
Torre de la Guinovarda,Torres,41.36935,1.501892
Torre de la Immortalitat,Torres,41.229572,1.722426
Torre de la Llotja,Torres,40.739944,0.577056
Torre de la Manresana,Torres,41.696846,1.552028
Torre de la Mixarda,Torres,41.340981,1.254587
Torre de la Móra,Torres,41.125828,1.341923
Torre de La Panadella,Torres,41.619373,1.401669
Torre de la Penya del Moro,Torres,41.396824,2.068772
Torre de la Petja,Torres,40.785649,0.530174
Torre de la Plaça,Torres,42.363415,3.151963
Torre de la Plaça del Castell,Torres,41.284794,1.975828
Torre de La Pobla,Torres,41.814293,1.761935
Torre de la Presó (Gerri de la Sal),Torres,42.323769,1.064191
Torre de la Presó,Torres,41.635212,2.163086
Torre de la Quadra de Puigloret,Torres,41.368056,1.503333
Torre de la Riera,Torres,41.072212,1.055078
Torre de la Sénia,Torres,41.075394,1.050109
Torre de la Serra ,Torres,41.255653,1.752981
Torre de la Serra de la Petita,Torres,42.111012,1.855509
Torre de la Talaia,Torres,41.360249,2.097614
Torre de la Timba,Torres,41.586441,2.577191
Torre de la Torreta,Torres,41.327026,1.57863
Torre de la Vall,Torres,41.075005,0.524605
Torre de la Vall de Bac,Torres,42.264722,2.453056
Torre de la Vall,Torres,42.003998,2.420857
Torre de la Vila,Torres,42.175785,1.602883
Torre de les Bisaroques,Torres,42.182198,2.50297
Torre de les Conclues,Torres,42.016163,0.658799
Torre de les Destres,Torres,41.338257,1.379125
Torre de les Gunyoles,Torres,41.352352,1.779292
Torre de les Hores,Torres,42.067284,2.909239
Torre de les hores,Torres,42.308056,3.14975
Torre de les Hores,Torres,41.474681,1.931378
Torre de Lletger,Torres,41.29414,1.579172
Torre de l’Abella,Torres,41.170647,1.350618
Torre de l’església de Sant Jaume,Torres,41.600136,2.620259
Torre de L’Esparra,Torres,41.828217,2.660175
Torre de L’Espinal,Torres,42.000385,0.960217
Torre de l’Estanyet ,Torres,42.201667,2.974056
Torre de l’Hereu,Torres,42.186667,2.766667
Torre de l’Hostal,Torres,41.718369,2.931848
Torre de Mala Veïna,Torres,42.330902,3.036714
Torre de Martí,Torres,41.094421,0.314065
Torre de Mas Carboners,Torres,41.09494,1.168134
Torre de Mas Sorder,Torres,41.149212,1.317903
Torre de Masriudoms,Torres,41.020546,0.884456
Torre de Mataperunya,Torres,41.994774,0.940479
Torre de Meer,Torres,41.910267,1.673985
Torre de Mejanell,Torres,41.725803,1.38229
Torre de Moja ,Torres,41.326321,1.690325
Torre de Monnars,Torres,41.135612,1.305824
Torre de Montferri ,Torres,41.25156,1.367299
Torre de Montgó,Torres,42.110794,3.174142
Torre de Norfeu,Torres,42.243416,3.250274
Torre de Perauba,Torres,42.242092,1.090522
Torre de Pineda,Torres,41.096275,1.170648
Torre de Pinós,Torres,41.613976,2.299715
Torre de Poquessalses,Torres,40.673996,0.578628
Torre de Pujals dels Cavallers,Torres,42.105213,2.818723
Torre de Ratès,Torres,41.640335,2.708542
Torre de Ribes Roges,Torres,41.214531,1.725259
Torre de Riu,Torres,42.371788,1.897934
Torre de Rocasalva,Torres,42.010139,2.631419
Torre de Sa Fusta d&#8217;es Baluard,Torres,42.287464,3.277252
Torre de Salicrup,Torres,41.22472,1.742296
Torre de Salim,Torres,40.911255,0.832295
Torre de Salipota,Torres,41.832027,1.745008
Torre de Sallent,Torres,41.903656,1.3353
Torre de Sant Antoni,Torres,41.147694,1.372776
Torre de Sant Baldiri de Taballera,Torres,42.325706,3.229794
Torre de Sant Dionís,Torres,41.976635,2.79134
Torre de Sant Jaume,Torres,41.65722,2.675889
Torre de Sant Joan,Torres,40.635418,0.707481
Torre de Sant Joan,Torres,41.942947,2.569913
Torre de Sant Marçal,Torres,42.128304,2.868303
Torre de Sant Sebastià,Torres,41.897121,3.202847
Torre de Santa Bàrbara,Torres,41.682442,2.800814
Torre de Santa Caterina,Torres,41.718437,1.826442
Torre de Santa Margarida,Torres,42.207893,2.469488
Torre de Santa Margarida,Torres,41.906788,3.172047
Torre de Serrasanç,Torres,41.84824,1.893551
Torre de Soldevila,Torres,40.772437,0.539694
Torre de Talavera,Torres,41.581739,1.329664
Torre de Tamarit,Torres,41.130016,1.360875
Torre de Telegrafia Òptica de Castellolí,Torres,41.5886,1.70832
Torre de Telegrafia Òptica de Puigmarí,Torres,41.754611,2.730417
Torre de telegrafia òptica del Puiggraciós,Torres,41.706104,2.248509
Torre de telegrafia òptica i Capella de Sant Pere de Romaní,Torres,41.4062,2.031238
Torre de Telegrafia Òptica,Torres,41.95025,1.591639
Torre de Túbal,Torres,40.814667,0.523083
Torre de Valldans,Torres,41.912719,1.202127
Torre de Vallferosa,Torres,41.861881,1.44541
Torre de Viladellops,Torres,41.305485,1.736526
Torre de Vilamajor,Torres,41.837837,1.219198
Torre de Vilaseca,Torres,40.776454,0.504274
Torre de Vinyols i els Arcs ,Torres,41.113849,1.039306
Torre de Viola,Torres,41.196751,1.58175
Torre de Virgili,Torres,41.097111,1.189657
Torre de Vivet,Torres,42.177833,2.818194
Torre de&#8217;n Calvo,Torres,40.577187,0.535176
Torre de&#8217;n Morralla,Torres,40.574459,0.536788
Torre del Badorc,Torres,41.501404,1.728815
Torre del Baró,Torres,41.316177,2.020391
Torre del Bell-lloc,Torres,41.968958,2.806572
Torre del Botafoc,Torres,41.224159,1.529629
Torre del Botxí,Torres,41.915703,1.681699
Torre del Bou,Torres,41.076107,1.051012
Torre del Breny,Torres,41.678056,1.854722
Torre del campanar de Santa Maria de Palautordera ,Torres,41.692711,2.44463
Torre del Cargol,Torres,41.894211,1.135704
Torre del carrer Ample,Torres,41.579739,2.552527
Torre del carrer Nou,Torres,40.544113,0.48209
Torre del carrer Sant Ramon,Torres,41.95573,3.207611
Torre del Castell,Torres,41.648823,2.737795
Torre del Castellà,Torres,41.094906,0.308408
Torre del Célio,Torres,40.818306,0.526222
Torre del Cintoi,Torres,41.213123,1.534336
Torre del Clos,Torres,41.470264,1.931516
Torre del Clot dels Frares ,Torres,41.237315,1.781118
Torre del Coll de l’Alba,Torres,40.816139,0.571
Torre del Fargas,Torres,41.15825,1.045472
Torre del Gili,Torres,41.676445,1.328495
Torre del Llimó,Torres,41.074574,1.050973
Torre del Madico,Torres,41.105335,0.960861
Torre del Mas Agustí,Torres,41.863537,3.145622
Torre del Mas Cal Rei,Torres,42.081436,3.022322
Torre del Mas Costa de la Cavalleria,Torres,41.9809,1.975332
Torre del Mas Cusidor,Torres,41.14389,1.328568
Torre del Mas d&#8217;en Blai,Torres,41.101944,1.017273
Torre del Mas d&#8217;en Pinc,Torres,41.958836,3.212311
Torre del mas de Don Felip ,Torres,41.100415,1.077395
Torre del Mas de l&#8217;Hereu,Torres,41.107647,0.981458
Torre del Mas de la Creu,Torres,41.15073,1.310222
Torre del Mas de la Pietat,Torres,41.871418,3.121846
Torre del Mas de l’Hereuet,Torres,41.13747,1.302698
Torre del Mas de Mauri de Vall,Torres,41.954632,3.204762
Torre del Mas del Bisbe,Torres,41.085888,1.084628
Torre del Mas del Ciuró,Torres,41.891994,2.024706
Torre del Mas d’en Grimau,Torres,41.131199,1.33063
Torre del Mas d’en Nin,Torres,41.183308,1.441272
Torre del mas Figueroles,Torres,41.831111,2.294583
Torre del Mas Fina,Torres,41.89431,3.163302
Torre del Mas Francàs,Torres,41.179329,1.498593
Torre del Mas Galter,Torres,41.637257,2.705642
Torre del Mas La Garriga,Torres,41.892496,1.61114
Torre del Mas Llorens,Torres,41.974438,2.78081
Torre del Mas Marès,Torres,42.253155,3.202505
Torre del Mas Massaller,Torres,42.080889,3.022543
Torre del Mas Miralpeix,Torres,41.229943,1.77217
Torre del Mas Montjoi de Baix,Torres,42.256943,3.221459
Torre del Mas Pastoret,Torres,41.15773,1.308416
Torre del Mas Pepó,Torres,41.862262,3.140111
Torre del Mas Petit d&#8217;en Caixa,Torres,41.896534,3.165326
Torre del Mas Ral,Torres,42.045841,3.162205
Torre del Mas Sureda,Torres,41.89633,3.167544
Torre del Mas Tomasi,Torres,41.980541,3.168904
Torre del Mas Vilanera,Torres,42.118446,3.1132
Torre del Mas Xec,Torres,41.870117,3.142011
Torre del mirador,Torres,41.102812,1.021901
Torre del Molí de Bítem,Torres,40.854306,0.528
Torre del moro I,Torres,40.616943,0.574851
Torre del moro II,Torres,40.617855,0.570855
Torre del moro III,Torres,40.616695,0.566622
Torre del Palau,Torres,41.562347,2.010853
Torre del Palau Comtal,Torres,41.683987,2.388156
Torre del Papiol,Torres,41.283321,1.603907
Torre del Pedró,Torres,42.126781,3.127933
Torre del Petrol,Torres,41.315182,1.191233
Torre del Pla de les Forques,Torres,42.148963,2.536614
Torre del Port,Torres,41.065578,1.060036
Torre del Prior,Torres,40.838272,0.516717
Torre del Prior,Torres,40.9625,0.330059
Torre del Pubill,Torres,42.50581,0.80138
Torre del Puig,Torres,41.215889,1.538577
Torre del Puig Torretes,Torres,41.921444,3.15883
Torre del Raval,Torres,41.775124,1.435017
Torre del rellotge,Torres,41.545547,1.893739
Torre del Riu,Torres,42.120457,1.762887
Torre del Santmartí,Torres,41.75629,1.877764
Torre del Santuari del Camí,Torres,41.071568,1.050938
Torre del Sastre,Torres,42.246876,3.215357
Torre del Serrat de la Plaça,Torres,42.416405,2.869594
Torre del Telègraf,Torres,41.192616,1.508689
Torre del Telègraf,Torres,41.77631,1.790476
Torre del telègraf de Can Dolcet,Torres,41.556344,1.816505
Torre del Telègraf de l’Ordal,Torres,41.394919,1.874681
Torre del telègraf de Montornès del Vallès,Torres,41.540778,2.250356
Torre del Telègraf Òptic,Torres,41.98693,2.82741
Torre del Telègraf,Torres,41.949573,2.737207
Torre del Telègraf,Torres,41.673497,1.791434
Torre del Telègraf,Torres,41.503413,2.394045
Torre del Torn ,Torres,40.966361,0.890889
Torre del Veguer,Torres,41.251003,1.73456
Torre del Xut,Torres,42.207741,0.93803
Torre dels Alamús,Torres,41.619549,0.709782
Torre dels Colomers,Torres,42.327866,1.047362
Torre dels Encantats,Torres,41.571827,2.530282
Torre dels Galls Carnuts,Torres,41.381721,1.511838
Torre dels Joiells,Torres,41.688496,1.207917
Torre dels moros ,Torres,41.158434,1.023027
Torre dels moros,Torres,41.431667,2.155361
Torre dels moros,Torres,41.658962,1.655475
Torre dels moros,Torres,40.871525,0.725811
Torre dels moros,Torres,42.574738,1.085675
Torre dels moros,Torres,42.052612,1.269071
Torre dels moros,Torres,41.154041,0.989142
Torre dels moros o del bosc de la perxa,Torres,41.258244,0.972639
Torre dels Moros,Torres,41.604444,1.704722
Torre dels Moscats,Torres,42.052166,3.151224
Torre dels Soldats,Torres,41.871643,1.982906
Torre des moros,Torres,41.718941,2.927299
Torre Descalç,Torres,42.099917,2.7275
Torre Desvern,Torres,42.022087,2.88286
Torre d’Algorfa,Torres,41.442992,0.382644
Torre d’Arandes,Torres,41.117263,1.256356
Torre d’en Cabirol,Torres,41.578869,2.550336
Torre d’en Carlos,Torres,41.770992,1.279105
Torre d’en Dolça,Torres,41.099033,1.159929
Torre d’en Gorgs,Torres,41.511426,2.120364
Torre d’en Llobet,Torres,41.578499,2.549084
Torre d’en Malla,Torres,41.563915,2.211277
Torre d’en Nadal,Torres,41.503368,2.394501
Torre d’en Pega,Torres,41.763814,2.537191
Torre d’en Pinyol,Torres,40.845028,0.501111
Torre d’en Tintorer,Torres,41.117914,1.253978
Torre d’Escarrega,Torres,41.358469,0.47024
Torre d’Onofre Arnau,Torres,41.554943,2.468575
Torre d’Osor ,Torres,41.945126,2.556459
Torre Fael,Torres,41.27739,1.965826
Torre Ferrana,Torres,42.083046,3.131734
Torre Forta de Santa Cristina,Torres,41.271778,1.440158
Torre Fossada,Torres,41.474449,1.941788
Torre Gabriel Folcher,Torres,41.282257,1.980866
Torre Galatea,Torres,42.268167,2.959083
Torre Ginebrell,Torres,42.129822,0.828164
Torre Grallera,Torres,41.688822,0.622186
Torre Gran,Torres,42.052296,3.170736
Torre Griminella,Torres,41.470257,1.9342
Torre Guinarda,Torres,41.978172,3.027629
Torre i masia de Cal Baster,Torres,41.499361,2.321639
Torre La Quintaneta,Torres,42.046844,3.157061
Torre la Talaia de Calafell,Torres,41.199341,1.590974
Torre la Torrassa,Torres,41.467068,1.908459
Torre La Vila,Torres,42.209423,2.421874
Torre Marata,Torres,41.646389,2.323194
Torre Marata,Torres,41.784,2.718424
Torre Martina,Torres,42.049011,3.160539
Torre Mirona,Torres,41.874401,3.149211
Torre Mirona,Torres,41.97092,2.776667
Torre Montagut,Torres,41.650314,2.714798
Torre Mora,Torres,41.983978,3.201967
Torre Moratxa,Torres,42.055721,3.183723
Torre Morgadès,Torres,41.939896,2.293251
Torre Moruna,Torres,41.269272,1.95724
Torre Nova d’en Carlos,Torres,41.77951,1.281761
Torre Nova,Torres,41.068861,1.146832
