Name,Class,Latitude,Longitude
Ermita de Sant Silvestre,Ermita,41.369988,1.931829
Ermita de Sant Simeó estilita,Ermita,41.640586,1.733542
Ermita de Sant Simeó,Ermita,41.797096,1.311533
Ermita de Sant Valentí de les Brucardes,Ermita,41.746859,1.88402
Ermita de Sant Valerià de Robers,Ermita,41.60429,2.21257
Ermita de Sant Vicenç de Sarriera,Ermita,41.579389,2.083194
Ermita de Sant Vicenç del Castell,Ermita,41.473972,1.97375
Ermita de Santa Agnès,Ermita,41.372053,1.432623
Ermita de Santa Anastàsia,Ermita,41.770611,2.390528
Ermita de Santa Anna de Barberà,Ermita,41.384166,1.213822
Ermita de Santa Anna de Pedrafita,Ermita,41.672833,1.584722
Ermita de Santa Anna del Grau,Ermita,42.026711,2.533471
Ermita de Santa Bàrbara del Racó,Ermita,42.135666,1.400244
Ermita de Santa Bàrbara,Ermita,41.926292,2.618092
Ermita de Santa Bàrbara,Ermita,42.359194,1.867972
Ermita de Santa Bàrbara,Ermita,41.797996,2.578618
Ermita de Santa Brígida,Ermita,42.020673,2.610503
Ermita de Santa Caterina,Ermita,42.058114,3.134449
Ermita de Santa Cecília de Ragord,Ermita,42.196567,2.29224
Ermita de Santa Cristina,Ermita,41.271806,1.440417
Ermita de Santa Eugènia,Ermita,42.239972,2.917222
Ermita de Santa Eugènia,Ermita,41.689640,2.321190
Ermita de Santa Llúcia,Ermita,42.030861,2.187000
Ermita de Santa Madrona,Ermita,40.910561,0.252125
Ermita de Santa Magdalena de Noves,Ermita,42.098242,2.760005
Ermita de Santa Magdalena de Puigbarral,Ermita,41.589223,2.027763
Ermita de Santa Magdalena del Sàlzer,Ermita,42.111043,1.37238
Ermita de Santa Margarida de Peranera,Ermita,42.442665,0.823441
Ermita de Santa Margarida de Vallors,Ermita,41.883639,2.549778
Ermita de Santa Margarida del Mujal,Ermita,41.544639,2.036
Ermita de Santa Margarida,Ermita,41.874012,2.750396
Ermita de Santa Maria de Campanyà,Ermita,41.481535,2.058001
Ermita de Santa Maria de les Feixes,Ermita,41.479475,2.144531
Ermita de Santa Maria,Ermita,41.842724,1.359797
Ermita de Santa Perpètua,Ermita,41.997889,2.195833
Ermita de Santa Susanna,Ermita,41.879085,1.338319
Ermita de Togores,Ermita,41.576619,2.110014
Ermita de Vallespinosa,Ermita,41.444677,1.348707
Ermita del Coll de l’Alba,Ermita,40.816194,0.571056
Ermita del Mas d’en Bosch ,Ermita,41.085893,1.09875
Ermita del Pedregal,Ermita,41.648124,1.158281
Ermita del Remei,Ermita,41.269594,1.142068
Ermita del Roser,Ermita,41.217482,1.210156
Ermita dels Apòstols,Ermita,42.255306,2.798222
Ermita dels Sants Metges,Ermita,41.42174,0.9344
Sant Miquel del castell de Queralt,Ermita,41.513623,1.458003
Santa Maria de Tauladells,Ermita,41.763608,1.237348
Santuari de Gràcia,Ermita,41.231043,1.772449
Antic Convent i Santuari de Santa Maria dels Prats,Esglesia,41.40754,1.172277
Antiga Abadia del Codony,Esglesia,41.175304,1.236005
Antiga capella de Sant Ermengol,Esglesia,41.94827,1.40987
Antiga església de Santa Maria de Maials,Esglesia,41.427639,0.594583
Antiga església de Santa Maria,Esglesia,42.432574,1.926269
Antiga església de Santa Pere,Esglesia,41.246729,1.329795
Antiga església dels Dolors ,Esglesia,40.813132,0.523582
Antiga església parroquial de Sant Esteve de Castellar Vell,Esglesia,41.602417,2.072611
Antiga església parroquial de Santa Maria,Esglesia,41.74863,2.55757
Antiga església parroquial,Esglesia,41.689248,0.726421
Antiga església-hospital de Sant Antoni,Esglesia,41.519285,1.292151
Campanar de l’església parroquial de Sant Menna,Esglesia,41.605845,2.136436
Campanar de Sant Martí de Bescaran,Esglesia,42.400386,1.544654
Canònica de Sant Vicenç de Cardona,Esglesia,41.914356,1.686288
Canònica de Santa Maria de Vilabertran ,Esglesia,42.28204,2.97917
Capella de Can Món,Esglesia,42.009598,2.601977
Capella de la Verge,Esglesia,41.871651,0.719205
Capella de Nostra Senyora de Gràcia,Esglesia,42.431639,1.929056
Capella de Sant Antoni,Esglesia,42.041017,3.126353
Capella de Sant Feliu de Diana,Esglesia,42.085188,2.953567
Capella de Sant Iscle,Esglesia,41.966559,1.43871
Capella de Sant Jaume,Esglesia,41.613431,0.624674
Capella de Sant Joan del Prat,Esglesia,41.868444,2.247722
Capella de Sant Joan,Esglesia,41.346302,1.698577
Capella de Sant Nazari de les Olives,Esglesia,42.322194,2.995417
Capella de Sant Pelegrí,Esglesia,41.346848,1.696556
Capella de Sant Roc,Esglesia,42.144335,2.568795
Capella de Sant Romà,Esglesia,42.121639,2.420028
Capella de Santa Anna,Esglesia,42.214077,2.642558
Capella de Santa Justa i Santa Rufina,Esglesia,41.62551,2.248336
Capella de Santa Magdalena de les Planes,Esglesia,42.010133,1.600505
Capella de Santa Magdalena de Montpalau,Esglesia,42.206111,2.608861
Capella de Santa Magdalena de Vilaprinyó,Esglesia,42.037265,1.390205
Capella de Santa Magdalena,Esglesia,42.022417,2.466278
Capella de Santa Maria del Castell de Bellcaire,Esglesia,42.081128,3.094603
Capella de Santa Maria d’Ovella,Esglesia,42.349861,1.952444
Capella del Castell de Muntanyola,Esglesia,41.878722,2.169056
Capella del Remei,Esglesia,42.13229,1.388034
Capella NOVA de Sant Ermengol,Esglesia,41.948556,1.409833
Capelleta de Santa Llúcia,Esglesia,41.57246,0.877468
Casa de Santa Llúcia,Esglesia,42.226583,2.749861
Col·legiata de Santa Maria de Mur,Esglesia,42.104167,0.858333
Col•legiata de Santa Maria de Castellbò,Esglesia,42.375216,1.355837
Convent de la Mercè,Esglesia,41.382213,1.162416
Convent de Sant Salvador,Esglesia,40.9568,0.331374
Convent dels agustins del Pla,Esglesia,41.870433,1.306275
Cripta de la Colònia Güell ,Esglesia,41.363828,2.027819
Ermita de Puig-l’Agulla,Esglesia,41.885059,2.326897
Ermita de Sant Antoni,Esglesia,42.317250,2.781472
Ermita de Sant Llorenç Dosmunts ,Esglesia,42.2035417,2.434778
Església antiga de Bellpuig,Esglesia,42.241667,2.617583
Església de  Sant Genís Sadevesa,Esglesia,41.977444,2.136583
Església de  Sant Mamet,Esglesia,42.38925,1.757582
Església de  Santa Cecília de Beders,Esglesia,42.35303,1.805158
Església de  Santa Maria de Vilalleons,Esglesia,41.891111,2.318015
Església de  Santa Maria d’Ordèn,Esglesia,42.401175,1.773548
Església de l&#8217;Assumpció de Bossòst,Esglesia,42.785821,0.692227
Església de l&#8217;Assumpció de Cóll,Esglesia,42.472095,0.772608
Església de la Mare de Déu de Gràcia,Esglesia,41.121317,0.410045
Església de la Mare de Déu de l&#8217;Assumpció,Esglesia,41.052429,0.437648
Església de la Mare de Déu de la Fullola,Esglesia,40.863889,0.646111
Església de la Mare de Déu de la Mercè,Esglesia,41.24815,0.81078
Església de la Mare de Déu de la Salut de Montanissell,Esglesia,42.194722,1.256111
Església de la Mare de Déu de la Torreta,Esglesia,41.99783,1.694111
Església de la Mare de Déu de Les Coromines,Esglesia,41.71912,1.578378
Església de la Mare de Déu del Castell de Llorenç,Esglesia,41.870943,0.830841
Església de la Mare de Déu del Merli,Esglesia,41.738694,0.581111
Església de la Mare de Déu del Pòpulo,Esglesia,42.195817,2.303239
Església de la Mare de Déu del Remei,Esglesia,41.754544,1.159244
Església de la Mare de Déu del Remei,Esglesia,41.253611,1.549472
Església de la Mare de Déu del Roser,Esglesia,41.834881,1.751836
Església de la Mare de Déu del Roser,Esglesia,42.730845,0.77779
Església de la Mare de Déu del Tura,Esglesia,42.182333,2.491583
Església de la Masia Castellana,Esglesia,41.940994,1.347479
Església de la Nativitat de Durro,Esglesia,42.49815,0.820681
Església de la Nativitat de la Mare de Déu,Esglesia,41.522978,0.592664
Església de La Sala,Esglesia,41.818132,1.729378
Església de la Santa Creu de Calafell,Esglesia,41.201757,1.568481
Església de la Santa Creu,Esglesia,42.028611,1.744139
Església de la Santa Creu,Esglesia,41.59857,1.347228
Església de la Santa Fe de Calonge,Esglesia,41.764108,1.482001
Església de la Transfiguració del Senyor,Esglesia,41.12565,0.20966
Església de la Trinitat de Batet,Esglesia,42.173756,2.528518
Església de la Trinitat de la Tor,Esglesia,41.999194,1.942167
Església de la Trinitat,Esglesia,41.348087,1.700104
Església de l’Assumpció de Baldomar,Esglesia,41.919233,1.014946
Església de l’Assumpció de Boldú ,Esglesia,41.719117,1.005704
Església de l’Hospital de Santa Magdalena,Esglesia,41.379517,1.161667
Església de Nazareth,Esglesia,41.116723,1.257896
Església de Nostra Senyora de les Neus ,Esglesia,40.812483,0.524627
Església de San Esteve de Múnter,Esglesia,41.878528,2.213222
Església de Sant Abdó i Sant Senén,Esglesia,41.534481,1.067325
Església de Sant Agustí,Esglesia,41.668539,1.271801
Església de Sant Amanç de Pedrós,Esglesia,41.955747,1.968968
Església de Sant Amanç,Esglesia,41.73422,1.677791
Església de Sant Ampèlit de Penedes,Esglesia,41.839482,2.952711
Església de Sant Andreu de Baltarga,Esglesia,42.363548,1.80923
Església de Sant Andreu de Bellveí,Esglesia,41.768852,1.990017
Església de Sant Andreu de Bestracà,Esglesia,42.290727,2.516588
Església de Sant Andreu de Cal Pallot,Esglesia,41.972271,1.910143
Església de Sant Andreu de Castanyet,Esglesia,41.88855,2.62385
Església de Sant Andreu de Castellnou,Esglesia,41.83416,1.837345
Església de Sant Andreu de Gargallà,Esglesia,41.970605,1.699432
Església de Sant Andreu de Genescà,Esglesia,41.913652,1.911604
Església de Sant Andreu de Gitarriu,Esglesia,42.287083,2.621008
Església de Sant Andreu de Grèixer,Esglesia,42.284599,1.849085
Església de Sant Andreu de Gurb,Esglesia,41.955389,2.221944
Església de Sant Andreu de la Serreta,Esglesia,42.087284,1.781595
Església de Sant Andreu de l’Espà,Esglesia,42.217579,1.693289
Església de Sant Andreu de l’Estanyol,Esglesia,41.941499,2.74086
Església de Sant Andreu de Montblanquet,Esglesia,41.493858,1.113876
Església de Sant Andreu de Pedrinyà,Esglesia,42.009492,2.964834
Església de Sant Andreu de Porreres,Esglesia,42.273308,2.434387
Església de Sant Andreu de Pruit,Esglesia,42.042389,2.4555
Església de Sant Andreu de Pujol Melós,Esglesia,42.018624,1.636813
Església de Sant Andreu de Ramió,Esglesia,41.712236,2.609791
Església de Sant Andreu de Rüitlles,Esglesia,42.107742,2.639327
Església de Sant Andreu de Sagàs,Esglesia,42.052081,1.963045
Església de Sant Andreu de Socarrats,Esglesia,42.207859,2.474754
Església de Sant Andreu de Vilallobent,Esglesia,42.408333,1.952694
Església de Sant Andreu del castell d’Oliana,Esglesia,42.085739,1.299415
Església de Sant Andreu del Coll,Esglesia,42.196777,2.458762
Església de Sant Andreu del Pujol del Racó,Esglesia,42.178056,1.600833
Església de Sant Andreu del Terri,Esglesia,42.064696,2.845795
Església de Sant Andreu del Torn,Esglesia,42.160444,2.645694
Església de Sant Andreu d’Aristot,Esglesia,42.378839,1.623949
Església de Sant Andreu i Santa Marina,Esglesia,41.29443,1.579348
Església de Sant Andrèu,Esglesia,42.707542,0.901908
Església de Sant Andreu,Esglesia,41.446822,1.975217
Església de Sant Andreu,Esglesia,41.853989,2.224463
Església de Sant Andreu,Esglesia,42.051828,3.108601
Església de Sant Aniol de Finestres ,Esglesia,42.090359,2.586897
Església de Sant Antolí,Esglesia,41.625139,1.341619
Església de Sant Antoni,Esglesia,41.671345,1.274217
Església de Sant Antoni,Esglesia,41.645374,1.138459
Església de Sant Baldiri de Taballera,Esglesia,42.325639,3.23
Església de Sant Bartomeu de Cabanyes,Esglesia,41.562394,2.343306
Església de Sant Bartomeu de la Vall d’Ariet,Esglesia,41.954311,1.000689
Església de Sant Bartomeu de la Valldan,Esglesia,42.090229,1.831402
Església de Sant Bartomeu de Mont-ras,Esglesia,41.695306,2.234917
Església de Sant Bartomeu de Pincaró,Esglesia,42.334750,2.676417
Església de Sant Bartomeu de Torres,Esglesia,42.122085,2.817692
Església de Sant Bartomeu,Esglesia,41.997778,0.844722
Església de Sant Bartomeu,Esglesia,41.754841,1.905907
Església de Sant Bartomeu,Esglesia,41.918476,1.146731
Església de Sant Bartomeu,Esglesia,41.977927,2.748113
Església de Sant Benet de Casamitjana,Esglesia,42.110583,1.996833
Església de Sant Bertomeu d’Erta,Esglesia,42.425919,0.843675
Església de Sant Blai del Fonoll,Esglesia,41.528305,1.230654
Església de Sant Boi de Lluçanès,Esglesia,42.05773,2.151712
Església de Sant Cebrià de Lledó,Esglesia,41.912464,2.966895
Església de Sant Cebrià de Pujarnol,Esglesia,42.101996,2.708212
Església de Sant Cebrià dels Alls,Esglesia,41.887373,3.014709
Església de Sant Cebrià,Esglesia,41.739164,2.680101
Església de Sant Climent de Coll de Nargó ,Esglesia,42.171604,1.313116
Església de Sant Climent de la Torre de Foix,Esglesia,42.209029,1.857982
Església de Sant Climent de Peralta,Esglesia,41.949734,3.095297
Església de Sant Climent de Taüll,Esglesia,42.517509,0.848603
Església de Sant Climent del Castell,Esglesia,42.046875,1.783049
Església de Sant Climent d’Iran,Esglesia,42.459221,0.780123
Església de Sant Climent d’Urús,Esglesia,42.349917,1.854306
Església de Sant Climent,Esglesia,42.412778,1.824444
Església de Sant Climent,Esglesia,42.053917,1.783694
Església de Sant Climent,Esglesia,41.950331,1.418882
Església de Sant Cosme i Sant Damià de Queixans,Esglesia,42.3985,1.921639
Església de Sant Cristòfol,Esglesia,42.102569,1.646807
Església de Sant Cristòfol,Esglesia,41.197667,1.634222
Església de Sant Cristòfol de Beget,Esglesia,42.321102,2.480282
Església de Sant Cristòfol de Borrassers,Esglesia,42.086801,2.080039
Església de Sant Cristòfol de Castellbell,Esglesia,41.638695,1.818556
Església de Sant Cristòfol de Cerdans,Esglesia,41.842736,2.430894
Església de Sant Cristòfol de Fogars,Esglesia,41.735083,2.453833
Església de Sant Cristòfol de la Rabassa,Esglesia,41.647861,1.383028
Església de Sant Cristòfol de les Planes,Esglesia,42.0554,2.536832
Església de Sant Cristòfol de Pasqüets ,Esglesia,42.158935,1.591355
Església de Sant Cristòfol de Selma,Esglesia,41.366667,1.463444
Església de Sant Cristòfol de Toses,Esglesia,42.323189,2.01873
Església de Sant Cristòfol de Ventolà,Esglesia,42.317631,2.137396
Església de Sant Cristòfol,Esglesia,41.593024,2.231135
Església de Sant Cristòfol,Esglesia,42.14867,2.75717
Església de Sant Cristòfol,Esglesia,41.995444,2.4195
Església de Sant Cugat del Racó,Esglesia,41.897621,1.812991
Església de Sant Cugat d’Albons,Esglesia,42.104341,3.08553
Església de Sant Dalmai,Esglesia,41.91476,2.73583
Església de Sant Domènec,Esglesia,41.665103,1.269416
Església de Sant Domènec,Esglesia,42.43252,1.928637
Església de Sant Esteve,Esglesia,42.448028,1.878139
Església de Sant Esteve d&#8217;Olzinelles ,Esglesia,41.665611,2.512861
Església de Sant Esteve de Bar,Esglesia,42.358521,1.638979
Església de Sant Esteve de Briolf,Esglesia,42.169,2.689028
Església de Sant Esteve de Canapost,Esglesia,41.975353,3.072271
Església de Sant Esteve de Castellet,Esglesia,41.288211,1.64
Església de Sant Esteve de Comià,Esglesia,42.130833,2.048778
Església de Sant Esteve de Granollers de la Plana,Esglesia,41.976522,2.274842
Església de Sant Esteve de la Colònia Soldevila,Esglesia,41.883481,1.886153
Església de Sant Esteve de la Costa,Esglesia,41.745889,2.418222
Església de Sant Esteve de la Morana,Esglesia,41.782329,1.263253
Església de Sant Esteve de La Vall de Vilaramó,Esglesia,41.948022,1.930676
Església de Sant Esteve de les Pereres,Esglesia,42.403056,1.9325
Església de Sant Esteve de Llanars ,Esglesia,42.320381,2.344259
Església de Sant Esteve de Marganell,Esglesia,41.640111,1.803453
Església de Sant Esteve de Peratallada,Esglesia,41.979642,3.090486
Església de Sant Esteve de Prullans,Esglesia,42.379112,1.736395
Església de Sant Esteve de Riudellots,Esglesia,41.892724,2.803801
Església de Sant Esteve de Sisquer,Esglesia,42.134283,1.691223
Església de Sant Esteve de Tavèrnoles,Esglesia,41.952059,2.326707
Església de Sant Esteve de Tubau,Esglesia,42.203828,2.013672
Església de Sant Esteve de Valldoriola,Esglesia,41.993417,1.908222
Església de Sant Esteve de Ventolà,Esglesia,42.401474,0.753057
Església de Sant Esteve de Vilarasa,Esglesia,41.731965,1.907643
Església de Sant Esteve de Vinyoles d’Orís,Esglesia,42.042204,2.230417
Església de Sant Esteve del Coll,Esglesia,41.617356,2.375614
Església de Sant Esteve del Pujol de Planès,Esglesia,41.966357,1.748296
Església de Sant Esteve d’Alinyà ,Esglesia,42.180292,1.422967
Església de Sant Esteve d’Esclanyà,Esglesia,41.929363,3.176473
Església de Sant Esteve,Esglesia,41.836556,2.808778
Església de Sant Esteve,Esglesia,42.182333,2.488694
Església de Sant Esteve,Esglesia,41.751915,1.203247
Església de Sant Eudald de Jou,Esglesia,42.245975,2.570234
Església de Sant Feliu de Barruera ,Esglesia,42.504051,0.802436
Església de Sant Feliu de Beuda ,Esglesia,42.237095,2.709696
Església de Sant Feliu de Buixalleu,Esglesia,41.791167,2.586333
Església de Sant Feliu de la Vall d’Aguilera,Esglesia,41.606743,1.683496
Església de Sant Feliu de Lluelles,Esglesia,42.007781,1.675604
Església de Sant Feliu de Savassona,Esglesia,41.959417,2.340556
Església de Sant Feliu de Terrassola,Esglesia,41.894539,2.102199
Església de Sant Feliu de Vallcarca,Esglesia,41.702147,2.059225
Església de Sant Feliu,Esglesia,41.493646,2.294348
Església de Sant Feliu,Esglesia,41.88339,1.030389
Església de Sant Feliu,Esglesia,42.249278,2.813750
Església de Sant Feliu,Esglesia,41.943963,2.023155
Església de Sant Fèlix,Esglesia,42.721941,0.797812
Església de Sant Francesc,Esglesia,41.374222,1.16262
Església de Sant Francesc,Esglesia,41.777101,1.832069
Església de Sant Fructuós de Músser,Esglesia,42.381209,1.665884
Església de Sant Fruitós d’Ossinyà,Esglesia,42.181674,2.688722
Església de Sant Fruitós,Esglesia,41.904545,2.684687
Església de Sant Gabriel de Grions,Esglesia,41.761074,2.608545
Església de Sant Gallard,Esglesia,41.512999,1.391586
Església de Sant Genís de Casavells,Esglesia,41.999714,3.033141
Església de Sant Genís de Gavarrós,Esglesia,42.281111,1.915361
Església de Sant Genís de la Vall dels horts,Esglesia,41.762154,1.886178
Església de Sant Genís de Massadella,Esglesia,41.909778,1.854861
Església de Sant Genís,Esglesia,42.124417,2.906917
Església de Sant Genís,Esglesia,41.975332,2.99648
Església de Sant Genís,Esglesia,41.875833,2.285639
Església de Sant Gil d’Albió,Esglesia,41.565778,1.272889
Església de Sant Gil,Esglesia,41.714456,1.195494
Església de Sant Girvés de la Torre de Rialb,Esglesia,41.981875,1.201425
Església de Sant Grau d’Anglerill,Esglesia,41.956611,1.640778
Església de Sant Grau d’Entreperes,Esglesia,42.27474,2.62547
Església de Sant Grau,Esglesia,41.838615,2.808025
Església de Sant Hilari,Esglesia,42.122472,2.309417
Església de Sant Honorat,Esglesia,42.001756,1.527854
Església de Sant Iscle de Colltort,Esglesia,42.119404,2.528516
Església de Sant Iscle i Santa Victòria ,Esglesia,41.728927,1.706373
Església de Sant Iscle i Santa Victòria de Sanavastre,Esglesia,42.385167,1.849667
Església de Sant Iscle i Santa Victòria de Sauleda,Esglesia,41.851586,2.600968
Església de Sant Iscle i Santa Victòria de Talltendre,Esglesia,42.403777,1.766348
Església de Sant Iscle i Santa Victòria,Esglesia,42.160611,2.910111
Església de Sant Iscle i Santa Victòria,Esglesia,41.758635,1.844077
Església de Sant Jaume de Canadal,Esglesia,42.41058,2.883029
Església de Sant Jaume de Codonyet,Esglesia,41.97793,1.652483
Església de Sant Jaume de Fenollet,Esglesia,41.990083,2.146444
Església de Sant Jaume de Frontanyà ,Esglesia,42.187252,2.024094
Església de Sant Jaume de la Boixadera dels Bancs,Esglesia,42.063207,1.687556
Església de Sant Jaume de la Móra,Esglesia,41.650852,1.193127
Església de Sant Jaume de Marganell,Esglesia,41.648269,1.80645
Església de Sant Jaume de Montagut,Esglesia,41.409851,1.425058
Església de Sant Jaume de Montargull,Esglesia,41.554861,1.377
Església de Sant Jaume de Palouet,Esglesia,41.796692,1.356932
Església de Sant Jaume de Peà,Esglesia,42.066973,1.581847
Església de Sant Jaume de Puigdemàger,Esglesia,41.727892,1.550322
Església de Sant Jaume de Puigpalter,Esglesia,42.121148,2.796058
Església de Sant Jaume de Queralbs ,Esglesia,42.348461,2.161222
Església de Sant Jaume de Queralt,Esglesia,41.5125,1.458526
Església de Sant Jaume de Rocamora,Esglesia,41.478389,1.449024
Església de Sant Jaume de Timor,Esglesia,41.642774,1.330633
Església de Sant Jaume de Valldecerves ,Esglesia,41.466603,1.485383
Església de Sant Jaume de Vallhonesta,Esglesia,41.677609,1.902538
Església de Sant Jaume de Viladrover,Esglesia,41.827417,2.252833
Església de Sant Jaume de Vilanova,Esglesia,41.891378,2.082059
Església de Sant Jaume dels Tracs,Esglesia,41.929052,1.510597
Església de Sant Jaume d’Almenara,Esglesia,41.546639,1.44775
Església de Sant Jaume d’Esblada,Esglesia,41.444649,1.440377
Església de Sant Jaume d’Olzinelles,Esglesia,41.753417,1.892379
Església de Sant Jaume i Sant Genís d’Alboquers,Esglesia,41.933333,2.1425
Església de Sant Jaume Sesoliveres,Esglesia,41.58688,1.586344
Església de Sant Jaume,Esglesia,41.561416,1.017565
Església de Sant Jaume,Esglesia,41.372017,1.265086
Església de Sant Jaume,Esglesia,41.397278,1.171056
Església de Sant Jaume,Esglesia,41.444801,1.349583
Església de Sant Jaume,Esglesia,41.139104,1.051104
Església de Sant Joan Baptista ,Esglesia,41.42844,0.97542
Església de Sant Joan Baptista,Esglesia,42.345316,1.826064
Església de Sant Joan Baptista,Esglesia,40.953956,0.316929
Església de Sant Joan Baptista,Esglesia,41.609238,2.005574
Església de Sant Joan Baptista,Esglesia,41.570075,1.440139
Església de Sant Joan Baptista,Esglesia,40.605674,0.393165
Església de Sant Joan de Bellcaire,Esglesia,42.081611,3.095694
Església de Sant Joan de Bergús,Esglesia,41.892634,1.611317
Església de Sant Joan de Boí,Esglesia,42.522408,0.83355
Església de Sant Joan de Cabestany,Esglesia,41.579972,1.278778
Església de Sant Joan de Cornudell,Esglesia,42.281048,2.038009
Església de Sant Joan de Fàbregues ,Esglesia,42.010278,2.467778
Església de Sant Joan de Jerusalem,Esglesia,41.666378,1.271078
Església de Sant Joan de la Fortesa,Esglesia,41.74674,1.537954
Església de Sant Joan de Matajudaica,Esglesia,42.005747,3.043964
Església de Sant Joan de Montbó,Esglesia,42.04887,2.76531
Església de Sant Joan de Montdarn,Esglesia,41.979583,1.781333
Església de Sant Joan de Salelles,Esglesia,41.94822,2.999441
Església de Sant Joan de Vilamajor,Esglesia,41.677175,1.427927
Església de Sant Joan Degollat,Esglesia,41.996139,1.875411
Església de Sant Joan del Galí,Esglesia,41.931036,2.208409
Església de Sant Joan dels Caus,Esglesia,41.847976,1.629687
Església de Sant Joan d’Aiguaviva,Esglesia,41.938476,2.76166
Església de Sant Joan d’Avellanet,Esglesia,42.260722,1.833765
Església de Sant Joan i Sant Marc de Batlliu,Esglesia,41.955637,1.132141
Església de Sant Joan Salerm,Esglesia,41.403703,0.752317
Església de Sant Joan Sescloses,Esglesia,42.278306,3.072139
Església de Sant Joan Sesrovires,Esglesia,41.420197,1.819986
Església de Sant Joan,Esglesia,42.701474,0.872619
Església de Sant Joan,Esglesia,41.616574,0.627686
Església de Sant Joan,Esglesia,41.556617,1.307158
Església de Sant Joan,Esglesia,41.348558,1.21237
Església de Sant Joan,Esglesia,42.137278,1.928639
Església de Sant Jordi de Lloberes,Esglesia,41.940806,1.963472
Església de Sant Jordi,Esglesia,42.152556,1.851889
Església de Sant Jordi,Esglesia,41.711823,1.366062
Església de Sant Josep de la Figuera,Esglesia,41.84211,0.664736
Església de Sant Julià de Boada,Esglesia,41.985401,3.121976
Església de Sant Julià de Canalda,Esglesia,42.123007,1.519245
Església de Sant Julià de Ceuró,Esglesia,42.019556,1.373806
Església de Sant Julià de Coaner,Esglesia,41.832253,1.713344
Església de Sant Julià de Corçà,Esglesia,41.989486,3.017349
Església de Sant Julià de Fréixens,Esglesia,42.222778,1.825389
Església de Sant Julià de la Clua,Esglesia,41.947055,1.016605
Església de Sant Julià de Pedra,Esglesia,42.345018,1.810742
Església de Sant Julià de Tartera,Esglesia,42.358889,1.853333
Església de Sant Julià de Vallfogona,Esglesia,42.197447,2.306745
Església de Sant Julià de Viladebages,Esglesia,41.965621,1.532592
Església de Sant Julià del Montseny ,Esglesia,41.759516,2.394828
Església de Sant Julià dels Montgons,Esglesia,41.134169,1.225554
Església de Sant Julià Sassorba,Esglesia,41.951094,2.183583
Església de Sant Julià,Esglesia,41.691898,1.378653
Església de Sant Julià,Esglesia,41.61091,2.23813
Església de Sant Julià,Esglesia,42.700524,0.843474
Església de Sant Julià,Esglesia,41.746674,1.309824
Església de Sant Just d’Odèn,Esglesia,42.086833,1.346965
Església de Sant Just i Sant Pastor de la Valldan,Esglesia,42.094102,1.34956
Església de Sant Lleïr de Casavella,Esglesia,42.14425,1.609083
Església de Sant Lleïr de la Vall d&#8217;Ora-Navès,Esglesia,42.085750,1.675833
Església de Sant Llop d’Hortsavinyà,Esglesia,41.667806,2.628722
Església de Sant Llorenç de Gaserans,Esglesia,41.749378,2.590492
Església de Sant Llorenç de les Arenes,Esglesia,42.061113,2.977884
Església de Sant Llorenç de Morunys,Esglesia,42.137514,1.591093
Església de Sant Llorenç de Rocallaura,Esglesia,41.50704,1.1485
Església de Sant Llorenç de Selmella ,Esglesia,41.421139,1.338333
Església de Sant Llorenç de Vilardell,Esglesia,41.694361,2.520500
Església de Sant Llorenç dels Porxos,Esglesia,42.125528,1.762222
Església de Sant Llorenç d’Adri,Esglesia,42.052181,2.740933
Església de Sant Llorenç d’Oix,Esglesia,42.271441,2.528977
Església de Sant Llorenç,Esglesia,41.61445,0.621638
Església de Sant Llorenç,Esglesia,41.607296,1.038339
Església de Sant Llorenç,Esglesia,42.320139,2.790167
Església de Sant Llorenç,Esglesia,41.119148,1.259628
Església de Sant Magí,Esglesia,41.666627,1.269549
Església de Sant Mamet,Esglesia,41.670530,2.329310
Església de Sant Marc de Pallerols de Rialb,Esglesia,42.036845,1.229223
Església de Sant Marçal de Quarantella,Esglesia,42.125278,2.868056
Església de Sant Marçal de Terrassola,Esglesia,41.447694,1.726753
Església de Sant Marçal del Colomer,Esglesia,42.025539,2.579203
Església de Sant Marçal,Esglesia,41.37737,1.158944
Església de Sant Marçal,Esglesia,41.994291,1.85951
Església de Sant Marcel de Bor,Esglesia,42.345439,1.802011
Església de Sant Martí,Esglesia,41.847556,2.389278
Església de Sant Martí d&#8217;Aiguafreda de Dalt,Esglesia,41.788583,2.257528
Església de Sant Martí d&#8217;Aubèrt,Esglesia,42.732834,0.77632
Església de Sant Martí de Balaguer,Esglesia,41.97308,1.767895
Església de Sant Martí de Bertrans,Esglesia,41.807132,1.603073
Església de Sant Martí de Biure,Esglesia,42.023666,1.929455
Església de Sant Martí de Boatella,Esglesia,42.115433,2.034334
Església de Sant Martí de Brocà,Esglesia,42.252278,1.891417
Església de Sant Martí de Cambrils,Esglesia,42.133046,1.387386
Església de Sant Martí de Capellada,Esglesia,42.200858,2.701831
Església de Sant Martí de Capsec,Esglesia,42.233105,2.471908
Església de Sant Martí de Casarilh,Esglesia,42.699593,0.830476
Església de Sant Martí de Cassà de Pelràs,Esglesia,42.007984,2.994682
Església de Sant Martí de Cellers,Esglesia,41.812141,1.476623
Església de Sant Martí de Collfred,Esglesia,41.916167,1.114858
Església de Sant Martí de Correà,Esglesia,42.033636,1.718191
Església de Sant Martí de Corsavell,Esglesia,42.312767,2.664708
Església de Sant Martí de Fellines,Esglesia,42.09477,2.90387
